parameters;6360;7.82637e-06;0.131538;0.755605;0.45865;0.532767;0.218959
parameters;5864;0.0470446;0.678865;0.679296;0.934693;0.383502;0.519416
parameters;2802;0.830965;0.0345721;0.0534616;0.5297;0.671149;0.00769819
parameters;5864;0.383416;0.0668422;0.417486;0.686773;0.588977;0.930436
parameters;2111;0.846167;0.526929;0.0919649;0.653919;0.415999;0.701191
parameters;6696;0.910321;0.762198;0.262453;0.0474645;0.736082;0.328234
parameters;5864;0.632639;0.75641;0.991037;0.365339;0.247039;0.98255
parameters;5864;0.72266;0.753356;0.651519;0.0726859;0.631635;0.884707
parameters;5864;0.27271;0.436411;0.766495;0.477732;0.237774;0.274907
parameters;5864;0.359265;0.166507;0.486517;0.897656;0.909208;0.0605643
parameters;6696;0.904653;0.504523;0.516292;0.319033;0.986642;0.493977
parameters;5864;0.266145;0.0907329;0.947764;0.0737491;0.500707;0.384142
parameters;5864;0.277082;0.913817;0.529747;0.464446;0.94098;0.050084
parameters;5864;0.761514;0.770205;0.827817;0.125365;0.0158677;0.688455
parameters;5864;0.868247;0.629543;0.736225;0.725412;0.999458;0.888572
parameters;5864;0.233195;0.306322;0.351015;0.513274;0.591114;0.845982
parameters;6696;0.412081;0.841511;0.269317;0.415395;0.537304;0.467917
parameters;6696;0.287212;0.178328;0.15372;0.571655;0.802406;0.0330538
parameters;5864;0.53445;0.49848;0.955361;0.748293;0.554584;0.890737
parameters;4446;0.624849;0.84204;0.159768;0.212752;0.71471;0.130427
parameters;2111;0.0909903;0.274588;0.0029996;0.414293;0.0268763;0.70982
parameters;2111;0.937897;0.239911;0.180896;0.31754;0.886991;0.652059
parameters;5864;0.150335;0.681346;0.385815;0.387725;0.499741;0.147533
parameters;5864;0.587187;0.845576;0.590109;0.955409;0.556146;0.148152
parameters;2111;0.983305;0.408767;0.14182;0.564899;0.252126;0.488515
parameters;2111;0.464031;0.961095;0.126031;0.199757;0.31925;0.629269
parameters;5864;0.126712;0.651254;0.621634;0.803073;0.247842;0.476432
parameters;2111;0.389314;0.20325;0.0283752;0.901673;0.426497;0.142021
parameters;2111;0.947487;0.410313;0.131189;0.885648;0.0921736;0.162199
parameters;5864;0.0710636;0.365339;0.253057;0.135109;0.783153;0.455307
parameters;5864;0.349524;0.4523;0.808945;0.931674;0.651646;0.215248
parameters;6696;0.679592;0.908922;0.250126;0.86086;0.471262;0.505956
parameters;5864;0.600394;0.817561;0.755844;0.462245;0.951367;0.632739
parameters;5864;0.43933;0.824697;0.688981;0.702207;0.987145;0.954415
parameters;6696;0.85127;0.289316;0.537426;0.514435;0.103434;0.414028
parameters;5864;0.576717;0.876566;0.440039;0.729748;0.869264;0.715642
parameters;5864;0.80072;0.706535;0.741716;0.0190924;0.886031;0.524987
parameters;5864;0.463323;0.0651939;0.713422;0.488943;0.667679;0.682049
parameters;6360;0.199555;0.916634;0.865883;0.890019;0.543948;0.139195
parameters;6005;0.450347;0.989362;0.215532;0.446023;0.315732;0.514659
parameters;6696;0.881504;0.439726;0.467532;0.80665;0.365158;0.211519
parameters;6742;0.999117;0.153604;0.630488;0.61635;0.000595042;0.000879
parameters;6696;0.773352;0.727335;0.319178;0.417724;0.682494;0.680562
parameters;6023;0.205262;0.83642;0.708921;0.828708;0.0945488;0.0817376
parameters;6005;0.764005;0.629572;0.213852;0.213547;0.0810608;0.388823
parameters;6696;0.95216;0.947545;0.389854;0.269215;0.692169;0.284035
parameters;6742;0.776866;0.783865;0.42246;0.282156;0.193967;0.0113162
parameters;5864;0.191824;0.983236;0.244054;0.819726;0.136455;0.398144
parameters;5864;0.60101;0.17688;0.828355;0.157731;0.987937;0.257169
parameters;5864;0.233599;0.101637;0.219411;0.634717;0.696007;0.79477
parameters;5864;0.696243;0.75294;0.669521;0.63343;0.0564407;0.598217
parameters;5864;0.227008;0.318778;0.699834;0.117437;0.762571;0.526123
parameters;6696;0.553911;0.587989;0.329666;0.702989;0.143045;0.161688
parameters;5864;0.485325;0.860226;0.813266;0.556836;0.738997;0.316007
parameters;5864;0.135332;0.528548;0.310739;0.588119;0.518084;0.430848
parameters;5864;0.258843;0.370226;0.393018;0.446866;0.475896;0.387831
parameters;5864;0.279293;0.0782632;0.369742;0.253922;0.671784;0.676237
parameters;5864;0.513936;0.728608;0.720768;0.944753;0.460697;0.940163
parameters;5864;0.32156;0.460434;0.517145;0.661355;0.401833;0.60564
parameters;6696;0.986503;0.150394;0.670098;0.343818;0.54171;0.522808
parameters;6005;0.829239;0.0149506;0.27421;0.642979;0.546137;0.917848
parameters;5864;0.266613;0.970087;0.246733;0.843975;0.694024;0.455752
parameters;2111;0.817101;0.0220837;0.160749;0.70695;0.707826;0.436638
parameters;5864;0.582421;0.75171;0.991533;0.695679;0.279512;0.753863
parameters;5864;0.171179;0.00425392;0.495691;0.0799169;0.163081;0.903301
parameters;6696;0.782992;0.746679;0.436426;0.00634169;0.584787;0.518478
parameters;5864;0.0668498;0.544023;0.389731;0.215826;0.385769;0.626861
parameters;5864;0.659053;0.70932;0.538661;0.280289;0.815932;0.37191
parameters;2111;0.686102;0.310169;0.00934752;0.103797;0.52096;0.77588
parameters;2111;0.220685;0.0552788;0.0706349;0.160274;0.723764;0.297022
parameters;6360;0.0506026;0.477804;0.457162;0.519988;0.44649;0.150312
parameters;5864;0.285942;0.833682;0.695637;0.577776;0.681164;0.331175
parameters;6360;0.0574753;0.986883;0.542393;0.00165742;0.856193;0.0293555
parameters;5864;0.37755;0.489652;0.576173;0.738959;0.679332;0.536267
parameters;5864;0.0355877;0.122507;0.973356;0.188276;0.351319;0.614126
parameters;5864;0.607611;0.125933;0.552862;0.954028;0.356925;0.838102
parameters;2111;0.974252;0.259014;0.251528;0.424336;0.813048;0.897914
parameters;5864;0.244586;0.760617;0.694856;0.451851;0.26362;0.665503
parameters;5864;0.116571;0.209562;0.113676;0.546975;0.00607937;0.175974
parameters;2111;0.599359;0.431908;0.0825065;0.687414;0.37531;0.836207
parameters;2111;0.123637;0.973346;0.0296353;0.0803531;0.494245;0.769437
parameters;6696;0.93403;0.250155;0.359658;0.769114;0.499955;0.749252
parameters;5864;0.671903;0.681666;0.75677;0.0363676;0.230572;0.221667
parameters;5864;0.562602;0.652622;0.61661;0.371466;0.224801;0.233691
parameters;5864;0.653012;0.165928;0.744104;0.159758;0.0476386;0.661994
parameters;6023;0.124945;0.949157;0.48418;0.621046;0.914025;0.0179445
parameters;5864;0.593546;0.721872;0.496582;0.0536944;0.441633;0.519175
parameters;6696;0.771944;0.0653563;0.44279;0.97718;0.467741;0.329056
parameters;2111;0.44593;0.743274;0.205341;0.171379;0.37252;0.939725
parameters;2111;0.964851;0.254957;0.0703352;0.123849;0.526338;0.160083
parameters;5864;0.517707;0.105185;0.841576;0.368562;0.42389;0.327228
parameters;5864;0.713547;0.576776;0.871884;0.758246;0.836598;0.699791
parameters;5864;0.38906;0.935242;0.605603;0.362084;0.539505;0.455072
parameters;2111;0.401692;0.24044;0.0830857;0.421579;0.47238;0.289766
parameters;5864;0.104969;0.216386;0.802019;0.527439;0.66882;0.863643
parameters;5864;0.24375;0.711564;0.263663;0.382822;0.0810055;0.459763
parameters;5864;0.232867;0.795353;0.491343;0.00322878;0.266119;0.664689
parameters;5864;0.425191;0.186825;0.963476;0.134039;0.795856;0.946045
parameters;2111;0.171155;0.606001;0.0638036;0.347492;0.292468;0.509658
parameters;5864;0.825837;0.834338;0.726443;0.329434;0.802084;0.631763
parameters;5864;0.0453407;0.0414204;0.153315;0.767065;0.0617314;0.519303
parameters;2111;0.92915;0.220516;0.204563;0.0889927;0.699691;0.706461
parameters;5864;0.494631;0.261779;0.711571;0.378366;0.200645;0.232608
parameters;5864;0.436096;0.469498;0.861187;0.977238;0.444519;0.0342431
parameters;5864;0.523772;0.0316388;0.753174;0.591588;0.822891;0.329579
parameters;5864;0.232078;0.536528;0.430618;0.403581;0.987325;0.96691
parameters;6696;0.850531;0.867514;0.311605;0.14839;0.997599;0.639523
parameters;5864;0.468075;0.931915;0.690773;0.815407;0.541535;0.572807
parameters;5864;0.159216;0.94525;0.821334;0.155414;0.0410748;0.343613
parameters;5864;0.110019;0.0965383;0.518773;0.022405;0.561484;0.856876
parameters;5864;0.516908;0.674525;0.737175;0.69846;0.0227995;0.191984
parameters;2111;0.670991;0.345872;0.0662903;0.14071;0.921117;0.221656
parameters;2111;0.380115;0.586016;0.167313;0.0263397;0.691126;0.762344
parameters;5864;0.713695;0.0773243;0.589809;0.925503;0.929698;0.430446
parameters;5864;0.50597;0.831256;0.919236;0.601638;0.723836;0.519337
parameters;5864;0.490817;0.161419;0.976116;0.57436;0.273251;0.531427
parameters;2111;0.698558;0.667049;0.0974325;0.548736;0.610738;0.667965
parameters;5864;0.495125;0.571583;0.588888;0.441313;0.151217;0.502275
parameters;2802;0.731364;0.0316565;0.0516167;0.522063;0.320642;0.0350595
parameters;5864;0.245142;0.107181;0.382969;0.551829;0.597169;0.611111
parameters;6696;0.935252;0.77203;0.513148;0.486681;0.650128;0.696996
parameters;5864;0.407538;0.48685;0.479783;0.71045;0.534199;0.276647
parameters;5864;0.605538;0.280104;0.703369;0.53049;0.938254;0.235403
parameters;5864;0.413494;0.597476;0.783002;0.920252;0.681491;0.821177
parameters;2111;0.527413;0.23027;0.143684;0.899521;0.251422;0.651515
parameters;7280;0.00481561;0.935936;0.275353;0.858766;0.278929;0.952431
parameters;5864;0.50682;0.12295;0.416475;0.702471;0.436491;0.107739
parameters;6696;0.766175;0.0998656;0.441265;0.344576;0.297064;0.757621
parameters;2111;0.33851;0.330758;0.0556062;0.573183;0.485286;0.202482
parameters;5864;0.114475;0.974348;0.864609;0.491841;0.367395;0.804912
parameters;2111;0.162204;0.15958;0.0577229;0.149251;0.468101;0.380608
parameters;6742;0.883705;0.424134;0.412248;0.651295;0.308327;0.0601425
parameters;5864;0.814416;0.897657;0.919492;0.901218;0.770046;0.170796
parameters;5864;0.572442;0.0314038;0.803268;0.522215;0.861622;0.277198
parameters;6005;0.869494;0.586862;0.389172;0.811895;0.52567;0.939871
parameters;5864;0.420038;0.579863;0.749145;0.880784;0.338085;0.189549
parameters;5864;0.743126;0.718919;0.879162;0.072869;0.710114;0.87906
parameters;6005;0.359379;0.0898531;0.161029;0.416796;0.0964286;0.674693
parameters;5864;0.562612;0.813047;0.878192;0.76936;0.635205;0.896524
parameters;2111;0.878413;0.486471;0.113071;0.377485;0.38262;0.687578
parameters;5864;0.12174;0.0768218;0.143302;0.477641;0.708588;0.238019
parameters;5864;0.390967;0.975881;0.628767;0.681199;0.908691;0.3624
parameters;6696;0.859213;0.794278;0.428873;0.073511;0.498631;0.483873
parameters;5864;0.450735;0.499657;0.740759;0.932843;0.300122;0.146196
parameters;5864;0.110018;0.080322;0.972476;0.408177;0.23841;0.96316
parameters;2111;0.833474;0.19808;0.129482;0.196307;0.339119;0.575679
parameters;5864;0.440268;0.585675;0.432877;0.368203;0.382317;0.600133
parameters;5864;0.429473;0.148787;0.670197;0.995401;0.698066;0.40274
parameters;5864;0.849278;0.819527;0.793382;0.374249;0.00960789;0.479779
parameters;5864;0.639058;0.646495;0.644898;0.799035;0.377364;0.357672
parameters;5864;0.3895;0.334307;0.693589;0.144897;0.291525;0.666856
parameters;2111;0.854365;0.314699;0.144142;0.602249;0.0055882;0.92083
parameters;5864;0.381955;0.516531;0.344456;0.264133;0.291;0.833648
parameters;6005;0.124391;0.634619;0.0486975;0.458046;0.376817;0.155873
parameters;2111;0.755856;0.665973;0.0115306;0.794881;0.560914;0.288654
parameters;5864;0.41556;0.320611;0.51459;0.719155;0.842044;0.231895
parameters;2111;0.465007;0.373359;0.0500431;0.0738503;0.202449;0.566183
parameters;5864;0.831524;0.422552;0.839549;0.293043;0.181196;0.357526
parameters;6005;0.93411;0.589419;0.36904;0.463059;0.62783;0.944452
parameters;5864;0.405786;0.0504816;0.44485;0.595927;0.748311;0.864172
parameters;5864;0.131023;0.104579;0.665308;0.833378;0.581285;0.658594
parameters;5864;0.982032;0.018916;0.921473;0.194679;0.967723;0.523072
parameters;5864;0.278796;0.719795;0.590459;0.837082;0.834691;0.659888
parameters;6696;0.730448;0.643027;0.349529;0.534876;0.664147;0.323429
parameters;5864;0.869188;0.44237;0.917967;0.276668;0.951753;0.117238
parameters;5864;0.416007;0.836375;0.962535;0.332928;0.526182;0.535956
parameters;5864;0.818107;0.92989;0.662893;0.243229;0.941429;0.596723
parameters;5864;0.126034;0.246974;0.886726;0.196178;0.162958;0.835997
parameters;5864;0.602405;0.623243;0.838679;0.671648;0.391555;0.871284
parameters;2111;0.667348;0.115607;4.02252e-05;0.676065;0.628753;0.454547
parameters;6696;0.574346;0.0322694;0.351393;0.855082;0.370837;0.661425
parameters;5864;0.57643;0.0599598;0.744468;0.279493;0.442624;0.17642
parameters;5864;0.0918009;0.897245;0.992419;0.594159;0.0330036;0.690932
parameters;5864;0.487212;0.56934;0.895724;0.434503;0.688594;0.203158
parameters;5864;0.48172;0.272443;0.94712;0.2443;0.953262;0.476952
parameters;5864;0.127088;0.961436;0.857156;0.21741;0.00700794;0.782475
parameters;6360;0.0503933;0.960055;0.641374;0.5734;0.137093;0.129043
